group,id,year,value,coverage,x,y,log,mean,PM2.5mean,popdensity,T,P,VP,long,lat,alt,longs,lats,alts,Ps,Ts,pds,VPs
,,2021,NA,NA,357938.6582,4790064.229,NA,NA,NA,94.88806,11,91.15,9.483333333,-4.75,43.25,1139,-0.412442251,1.034706525,2.511692368,0.912511211,-1.841128345,1.340600668,-1.212307067
ES1472A_2021,ES1472A,2021,87.095,88.77,610266.0205,4740286.957,4.466999477,11.025,11.521,63.44259,12.88333333,69.725,9.758333333,-1.6514,42.8072,449,0.63208658,0.820750277,0.367330176,0.247599023,-0.981591304,1.202044277,-1.047436391
ES1661A_2021,ES1661A,2021,90.375,85.48,613584.9098,4658982.257,4.50396768,13.126,NA,63.44259,14.63333333,43.90833333,10.275,-1.6269,42.0747,383,0.640345457,0.466814072,0.162217271,-0.55360594,-0.182906442,1.202044277,-0.737679364
ES1662A_2021,ES1662A,2021,113.083,90.68,598216.6113,4684694.925,4.728122062,18.216,NA,63.44259,14.63333333,43.90833333,10.275,-1.8083,42.3083,460,0.579196057,0.579687106,0.40151566,-0.55360594,-0.182906442,1.202044277,-0.737679364
NA,ES1740A,2021,NA,NA,611189.1781,4740857.167,NA,NA,NA,63.44259,12.88333333,69.725,9.758333333,-1.64,42.8122,455,0.635929486,0.823166224,0.385976804,0.247599023,-0.981591304,1.202044277,-1.047436391
ES1747A_2021,ES1747A,2021,89.625,90.14,610265.3127,4742375.167,4.495634299,13.933,NA,63.44259,12.88333333,69.725,9.758333333,-1.651,42.826,418,0.632221419,0.829834237,0.270989266,0.247599023,-0.981591304,1.202044277,-1.047436391
ES1749A_2021,ES1749A,2021,102.75,90.68,567510.7029,4749830.697,4.632298853,14.958,NA,63.44259,12.20833333,71.025,9.575,-2.1731,42.8981,530,0.456223064,0.86467219,0.619059651,0.287943753,-1.289655466,1.202044277,-1.157350175
ES1755A_2021,ES1755A,2021,68.042,92.6,640940.7661,4715672.397,4.220125162,14.019,NA,63.44259,12.88333333,69.725,9.758333333,-1.2825,42.5806,397,0.756441671,0.711259568,0.205726069,0.247599023,-0.981591304,1.202044277,-1.047436391
ES2068A_2021,ES2068A,2021,100.333,83.01,588506.5968,4770483.368,4.608494654,12.98,NA,63.44259,13.65,106.0083333,11.13333333,-1.9127,43.0819,473,0.544003128,0.953482394,0.441916687,1.373630787,-0.631691268,1.202044277,-0.223083016
ES2082A_2021,ES2082A,2021,107.286,89.59,610466.9227,4705013.632,4.675498166,17.384,NA,63.44259,14.63333333,43.90833333,10.275,-1.6558,42.4896,389,0.630603353,0.667289337,0.180863898,-0.55360594,-0.182906442,1.202044277,-0.737679364
,,2021,NA,NA,603116.6328,4678290.405,NA,NA,NA,63.44259,14.63333333,43.90833333,10.275,-1.75,42.25,277,0.598848814,0.551517166,-0.167206487,-0.55360594,-0.182906442,1.202044277,-0.737679364
,,2021,NA,NA,561378.6598,4733326.027,NA,NA,NA,63.44259,12.20833333,71.025,9.575,-2.25,42.75,904,0.430300303,0.793111846,1.781366114,0.287943753,-1.289655466,1.202044277,-1.157350175
,,2021,NA,NA,602298.1836,4733810.866,NA,NA,NA,63.44259,12.88333333,69.725,9.758333333,-1.75,42.75,586,0.598848814,0.793111846,0.793094843,0.247599023,-0.981591304,1.202044277,-1.047436391
,,2021,NA,NA,643218.3319,4734538.229,NA,NA,NA,63.44259,12.01666667,77.8,9.208333333,-1.25,42.75,616,0.767397324,0.793111846,0.886327982,0.498201866,-1.377130471,1.202044277,-1.377177742
,,2021,NA,NA,601471.9021,4789335.962,NA,NA,NA,63.44259,13.65,106.0083333,11.13333333,-1.75,43.25,340,0.598848814,1.034706525,0.028583105,1.373630787,-0.631691268,1.202044277,-0.223083016
ES0118A_2021,ES0118A,2021,85.261,87.95,442127.1893,4474786.909,4.44571714,17.851,8.684,843.188,15.50833333,36.15,10.59166667,-3.6822,40.4217,672,-0.052490051,-0.331897939,1.060363174,-0.79438122,0.21643599,4.637792261,-0.547828281
ES0126A_2021,ES0126A,2021,104.913,93.97,437886.1545,4471823.659,4.653131435,19.517,11.045,843.188,15.50833333,36.15,10.59166667,-3.7319,40.3947,625,-0.069243773,-0.344944052,0.914297923,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1193A_2021,ES1193A,2021,93.333,89.86,436441.7541,4474644.247,4.536173743,18.571,9.708,843.188,15.50833333,36.15,10.59166667,-3.7492,40.42,645,-0.075075552,-0.332719361,0.976453349,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1426A_2021,ES1426A,2021,115.083,95.89,445246.5116,4473253.803,4.745653607,20.122,NA,843.188,15.50833333,36.15,10.59166667,-3.6453,40.4081,685,-0.040051171,-0.338469314,1.100764201,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1525A_2021,ES1525A,2021,82.292,97.26,440095.1712,4477422.638,4.410273898,16.368,8.885,843.188,15.50833333,36.15,10.59166667,-3.7064,40.4453,699,-0.060647799,-0.32049467,1.144272999,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1532A_2021,ES1532A,2021,112.458,92.33,444712.567,4471037.619,4.722579819,20.851,NA,843.188,15.50833333,36.15,10.59166667,-3.6514,40.3881,677,-0.042107463,-0.348133101,1.075902031,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1563A_2021,ES1563A,2021,90.15,97.81,467960.7225,4481025.649,4.50147495,18.339,10.147,843.188,14.85,39.51666667,10.81666667,-3.378,40.4793,589,0.050054863,-0.304066232,0.802418157,-0.689898714,-0.084021648,4.637792261,-0.412934092
ES1564A_2021,ES1564A,2021,98.583,98.36,445353.8754,4487939.164,4.590898833,15.718,NA,843.188,12.725,56.44166667,8.933333333,-3.6453,40.5404,671,-0.040051171,-0.274543362,1.057255403,-0.164641361,-1.053853267,4.637792261,-1.542048417
ES1565A_2021,ES1565A,2021,100.25,99.18,431908.1032,4459309.47,4.607667066,20.149,NA,843.188,15.50833333,36.15,10.59166667,-3.801,40.2815,674,-0.092537178,-0.399641087,1.066578717,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1567A_2021,ES1567A,2021,118.042,98.63,435916.08,4465734.846,4.771040493,23.63,12.779,843.188,15.50833333,36.15,10.59166667,-3.7545,40.3397,640,-0.076862166,-0.371519466,0.960914493,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1568A_2021,ES1568A,2021,98.25,99.45,425511.2891,4464110.096,4.587515251,18.298,NA,843.188,15.50833333,36.15,10.59166667,-3.8768,40.3242,650,-0.118089132,-0.379008901,0.991992206,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1611A_2021,ES1611A,2021,110.917,98.08,449542.6477,4431620.709,4.708782174,20.126,NA,843.188,15.50833333,36.15,10.59166667,-3.5914,40.0333,512,-0.021881642,-0.519568686,0.563119767,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1612A_2021,ES1612A,2021,106.792,99.45,426315.4061,4477634.343,4.670883017,15.545,NA,843.188,15.50833333,36.15,10.59166667,-3.8689,40.4461,722,-0.115426065,-0.320108118,1.215751739,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1613A_2021,ES1613A,2021,133.042,99.45,434584.7083,4501813.456,4.890664868,16.655,NA,843.188,12.725,56.44166667,8.933333333,-3.7739,40.6646,905,-0.083401848,-0.214531244,1.784473885,-0.164641361,-1.053853267,4.637792261,-1.542048417
ES1752A_2021,ES1752A,2021,107.667,98.36,459500.7048,4477758.776,4.679043131,22.093,9.11,843.188,14.85,39.51666667,10.81666667,-3.4776,40.4495,581,0.016479999,-0.318465275,0.777555986,-0.689898714,-0.084021648,4.637792261,-0.412934092
ES1801A_2021,ES1801A,2021,99.167,99.18,461009.2273,4461233.82,4.596805298,21.17,NA,843.188,14.85,39.51666667,10.81666667,-3.4588,40.3007,584,0.022817423,-0.390363851,0.7868793,-0.689898714,-0.084021648,4.637792261,-0.412934092
ES1802A_2021,ES1802A,2021,148.083,97.81,460594.7581,4528760.646,4.997772927,14.337,6.806,843.188,13.925,44.60833333,9.808333333,-3.4679,40.909,995,0.01974984,-0.096439764,2.064173302,-0.531881854,-0.506183646,4.637792261,-1.017459905
ES1805A_2021,ES1805A,2021,111.708,98.63,440748.2901,4514639.206,4.715888324,15.413,NA,843.188,12.725,56.44166667,8.933333333,-3.7022,40.7806,852,-0.059231992,-0.158481278,1.619762007,-0.164641361,-1.053853267,4.637792261,-1.542048417
ES1806A_2021,ES1806A,2021,94.792,98.9,481206.3797,4459702.248,4.551685018,14.85,NA,843.188,14.85,39.51666667,10.81666667,-3.2211,40.2876,795,0.102945385,-0.396693632,1.442619043,-0.689898714,-0.084021648,4.637792261,-0.412934092
ES1807A_2021,ES1807A,2021,106.955,97.26,453902.1807,4467823.077,4.672408185,21.298,NA,843.188,15.50833333,36.15,10.59166667,-3.5429,40.3597,610,-0.005532436,-0.361855679,0.867681354,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1808A_2021,ES1808A,2021,113.5,99.18,381299.266,4469507.731,4.731802837,14.787,NA,843.188,15.25,33.45,10.6,-4.3981,40.3677,707,-0.293817809,-0.357990164,1.169135169,-0.878174122,0.098534892,4.637792261,-0.542832202
ES1810A_2021,ES1810A,2021,127.542,97.81,391542.4616,4456052.153,4.848445722,18.246,10.147,843.188,15.25,33.45,10.6,-4.2752,40.2479,469,-0.252388585,-0.415876249,0.429485602,-0.878174122,0.098534892,4.637792261,-0.542832202
ES1869A_2021,ES1869A,2021,124.947,99.18,453992.9182,4475692.619,4.827889647,22.207,12.976,843.188,15.50833333,36.15,10.59166667,-3.5424,40.4306,594,-0.005363888,-0.327597554,0.817957013,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1937A_2021,ES1937A,2021,76.292,95.07,441725.0859,4472170.28,4.334568084,17.615,10.388,843.188,15.50833333,36.15,10.59166667,-3.6867,40.3981,609,-0.054006988,-0.343301208,0.864573583,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1938A_2021,ES1938A,2021,89.417,97.81,441455.6518,4476790.242,4.493310821,17.733,10.19,843.188,15.50833333,36.15,10.59166667,-3.6903,40.4397,676,-0.055220537,-0.32320053,1.072794259,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1940A_2021,ES1940A,2021,89.792,96.99,441647.8552,4479686.024,4.497495884,20.587,10.441,843.188,15.50833333,36.15,10.59166667,-3.6883,40.4658,729,-0.054546343,-0.310589288,1.237506138,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1942A_2021,ES1942A,2021,122.125,91.51,450776.005,4479254.104,4.80504511,24.271,NA,843.188,15.50833333,36.15,10.59166667,-3.5806,40.4625,619,-0.018240994,-0.312183813,0.895651296,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1943A_2021,ES1943A,2021,56.875,98.08,439005.8683,4470704.408,4.040855877,17.032,10.415,843.188,15.50833333,36.15,10.59166667,-3.7186,40.3847,605,-0.064760383,-0.349775945,0.852142498,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1944A_2021,ES1944A,2021,87.625,93.97,444045.2196,4482820.31,4.473066345,16.512,9.002,843.188,15.50833333,36.15,10.59166667,-3.6603,40.4942,615,-0.045107627,-0.29686671,0.88322021,-0.79438122,0.21643599,4.637792261,-0.547828281
ES1947A_2021,ES1947A,2021,80.75,94.79,441559.356,4483549.778,4.391357962,14.331,NA,843.188,12.725,56.44166667,8.933333333,-3.6897,40.5006,715,-0.055018279,-0.293774298,1.19399734,-0.164641361,-1.053853267,4.637792261,-1.542048417
ES2028A_2021,ES2028A,2021,97.167,99.45,439087.0365,4462911.152,4.576431148,19.085,10.855,843.188,15.50833333,36.15,10.59166667,-3.7169,40.3145,622,-0.064187318,-0.383695838,0.90497461,-0.79438122,0.21643599,4.637792261,-0.547828281
,,2021,NA,NA,436214.0019,4455775.125,NA,NA,NA,843.188,15.50833333,36.15,10.59166667,-3.75,40.25,636,-0.075345229,-0.414861552,0.948483408,-0.79438122,0.21643599,4.637792261,-0.547828281
,,2021,NA,NA,478738.0909,4455535.345,NA,NA,NA,843.188,14.85,39.51666667,10.81666667,-3.25,40.25,668,0.093203281,-0.414861552,1.047932089,-0.689898714,-0.084021648,4.637792261,-0.412934092
,,2021,NA,NA,436685.8529,4511275.799,NA,NA,NA,843.188,12.725,56.44166667,8.933333333,-3.75,40.75,954,-0.075345229,-0.173266872,1.936754679,-0.164641361,-1.053853267,4.637792261,-1.542048417
ES0041A_2021,ES0041A,2021,74.542,87.4,504407.2828,4789556.179,4.311362725,16.876,10.898,300.9775,13.78333333,99.35833333,11.31666667,-2.9457,43.2588,32,0.195781905,1.038958592,-0.928610453,1.167251975,-0.570839089,2.248680881,-0.113169228
ES0110A_2021,ES0110A,2021,73.708,96.99,501849.2417,4794430.261,4.300111341,22.774,8.587,300.9775,13.78333333,99.35833333,11.31666667,-2.9772,43.3027,4,0.185163349,1.060170604,-1.01562805,1.167251975,-0.570839089,2.248680881,-0.113169228
ES0588A_2021,ES0588A,2021,51.25,95.34,493991.7179,4796409.442,3.936715618,12.95,NA,300.9775,13.3,97.79166667,10.9,-3.0741,43.3205,136,0.152498647,1.068771375,-0.605402239,1.118631403,-0.79142824,2.248680881,-0.362973284
ES0805A_2021,ES0805A,2021,92.208,95.34,509442.2736,4787595.672,4.524046895,19.685,NA,300.9775,13.78333333,99.35833333,11.31666667,-2.8837,43.2411,125,0.21668192,1.03040614,-0.639587723,1.167251975,-0.570839089,2.248680881,-0.113169228
ES1244A_2021,ES1244A,2021,85.708,93.97,505258.771,4790522.951,4.45094617,16.508,9.526,300.9775,13.78333333,99.35833333,11.31666667,-2.9352,43.2675,33,0.199321424,1.043162339,-0.925502682,1.167251975,-0.570839089,2.248680881,-0.113169228
ES1349A_2021,ES1349A,2021,113.208,98.36,502976.2248,4776817.708,4.729226835,16.529,9.726,300.9775,13.78333333,99.35833333,11.31666667,-2.9634,43.1441,122,0.189815288,0.983536772,-0.648911037,1.167251975,-0.570839089,2.248680881,-0.113169228
ES1442A_2021,ES1442A,2021,113.083,97.26,541493.4225,4768070.136,4.728122062,14.96,NA,300.9775,13.775,99.625,11.375,-2.4904,43.0642,218,0.349262179,0.944929942,-0.350564993,1.175527818,-0.574642349,2.248680881,-0.078196663
ES1489A_2021,ES1489A,2021,23.5,75.07,481076.3342,4746982.154,3.157000421,8.258,4.842,300.9775,11.79166667,67.46666667,9.641666667,-3.2317,42.8752,911,0.099372157,0.853607154,1.803120513,0.177512985,-1.479818525,2.248680881,-1.117381526
ES1490A_2021,ES1490A,2021,108.25,95.07,529433.5053,4779568.131,4.684443367,19.109,10.56,300.9775,13.78333333,99.35833333,11.31666667,-2.6379,43.1683,113,0.299540368,0.995229955,-0.676880979,1.167251975,-0.570839089,2.248680881,-0.113169228
ES1491A_2021,ES1491A,2021,61.083,94.79,524031.8344,4805933.677,4.112233595,10.69,5.848,300.9775,13.78333333,99.35833333,11.31666667,-2.7032,43.4059,116,0.277527933,1.110035746,-0.667557665,1.167251975,-0.570839089,2.248680881,-0.113169228
ES1492A_2021,ES1492A,2021,73.042,96.16,527140.1878,4744888.662,4.291034618,11.501,11.16,300.9775,12.4,66.53333333,9.925,-2.6678,42.8561,518,0.289461167,0.844378237,0.581766395,0.148547538,-1.202180455,2.248680881,-0.947514769
ES1494A_2021,ES1494A,2021,96.583,92.05,584268.212,4797097.758,4.570402742,21.465,7.16,300.9775,13.65,106.0083333,11.13333333,-1.9607,43.322,23,0.527822471,1.069496159,-0.956580395,1.373630787,-0.631691268,2.248680881,-0.223083016
ES1497A_2021,ES1497A,2021,94.917,92.88,582963.8776,4791028.238,4.553002826,15.861,9.13,300.9775,13.65,106.0083333,11.13333333,-1.9777,43.2675,18,0.522091822,1.043162339,-0.972119251,1.373630787,-0.631691268,2.248680881,-0.223083016
ES1498A_2021,ES1498A,2021,92.583,97.26,574991.3118,4775752.608,4.528105539,15.451,NA,300.9775,13.775,99.625,11.375,-2.078,43.1308,90,0.488280991,0.977110354,-0.748359718,1.175527818,-0.574642349,2.248680881,-0.078196663
NA,ES1499A,2021,NA,NA,565856.3721,4766473.467,NA,NA,NA,300.9775,13.775,99.625,11.375,-2.1914,43.0481,153,0.450054188,0.937150594,-0.552570127,1.175527818,-0.574642349,2.248680881,-0.078196663
ES1501A_2021,ES1501A,2021,95.958,95.34,559473.1177,4781108.133,4.563910596,13.456,NA,300.9775,13.775,99.625,11.375,-2.2682,43.1804,110,0.424165137,1.001076546,-0.686204292,1.175527818,-0.574642349,2.248680881,-0.078196663
ES1502A_2021,ES1502A,2021,130.083,96.99,526086.8256,4744740.227,4.868172708,14.907,7.374,300.9775,12.4,66.53333333,9.925,-2.6807,42.8548,517,0.285112616,0.843750091,0.578658624,0.148547538,-1.202180455,2.248680881,-0.947514769
ES1544A_2021,ES1544A,2021,105.667,94.52,549539.4263,4744224.982,4.66029264,13.414,7.293,300.9775,12.20833333,71.025,9.575,-2.3937,42.849,594,0.381859461,0.840947592,0.817957013,0.287943753,-1.289655466,2.248680881,-1.157350175
ES1595A_2021,ES1595A,2021,76,96.44,505645.4424,4793965.933,4.33073334,16.492,9.324,300.9775,13.78333333,99.35833333,11.31666667,-2.9304,43.2985,21,0.200939489,1.058141209,-0.962795938,1.167251975,-0.570839089,2.248680881,-0.113169228
ES1598A_2021,ES1598A,2021,77.792,96.44,489083.1752,4784466.187,4.354038598,14.504,9.101,300.9775,13.3,97.79166667,10.9,-3.1344,43.2129,62,0.132171697,1.0167802,-0.835377315,1.118631403,-0.79142824,2.248680881,-0.362973284
ES1599A_2021,ES1599A,2021,72.708,92.6,568594.1468,4788990.704,4.28645142,11.663,5.068,300.9775,13.775,99.625,11.375,-2.155,43.2506,225,0.46232452,1.034996439,-0.328810594,1.175527818,-0.574642349,2.248680881,-0.078196663
ES1672A_2021,ES1672A,2021,89.833,96.71,531263.3295,4707395.265,4.497952391,11.559,NA,300.9775,12.4,66.53333333,9.925,-2.6194,42.5183,480,0.305776663,0.681156871,0.463671086,0.148547538,-1.202180455,2.248680881,-0.947514769
ES1673A_2021,ES1673A,2021,114.833,96.44,527668.6364,4743502.675,4.743478899,14.409,10.016,300.9775,12.4,66.53333333,9.925,-2.6614,42.8436,50,0.291618588,0.83833837,-0.87267057,0.148547538,-1.202180455,2.248680881,-0.947514769
ES1696A_2021,ES1696A,2021,96.542,91.78,582372.493,4794941.848,4.569978147,18.394,11.79,300.9775,13.65,106.0083333,11.13333333,-1.9844,43.3028,88,0.519833272,1.060218923,-0.754575261,1.373630787,-0.631691268,2.248680881,-0.223083016
ES1697A_2021,ES1697A,2021,62.391,96.99,580214.4588,4795649.021,4.133421034,12.384,7.787,300.9775,13.775,99.625,11.375,-2.0109,43.3094,3,0.510900201,1.063407973,-1.018735821,1.175527818,-0.574642349,2.248680881,-0.078196663
ES1712A_2021,ES1712A,2021,66.458,94.52,501046.3552,4793952.557,4.196570169,19.822,12.242,300.9775,13.78333333,99.35833333,11.31666667,-2.9871,43.2984,17,0.181826088,1.05809289,-0.975227023,1.167251975,-0.570839089,2.248680881,-0.113169228
ES1713A_2021,ES1713A,2021,81.417,95.62,507930.3687,4789126.273,4.399584096,19.24,10.775,300.9775,13.78333333,99.35833333,11.31666667,-2.9023,43.2549,76,0.210411916,1.037074153,-0.791868516,1.167251975,-0.570839089,2.248680881,-0.113169228
,,2021,NA,NA,479705.7167,4788607.816,NA,NA,NA,300.9775,13.3,97.79166667,10.9,-3.25,43.25,282,0.093203281,1.034706525,-0.15166763,1.118631403,-0.79142824,2.248680881,-0.362973284
,,2021,NA,NA,520294.2833,4788607.816,NA,NA,NA,300.9775,13.78333333,99.35833333,11.31666667,-2.75,43.25,182,0.261751792,1.034706525,-0.462444759,1.167251975,-0.570839089,2.248680881,-0.113169228
,,2021,NA,NA,560882.947,4788850.518,NA,NA,NA,300.9775,13.775,99.625,11.375,-2.25,43.25,133,0.430300303,1.034706525,-0.614725553,1.175527818,-0.574642349,2.248680881,-0.078196663
ES1037A_2021,ES1037A,2021,62.083,97.26,415511.1321,4802154.35,4.128472199,19.544,11,109.8303,12.7,87.03333333,10.59166667,-4.0428,43.3675,18,-0.174047237,1.091481275,-0.972119251,0.784752899,-1.06526305,1.406439813,-0.547828281
ES1038A_2021,ES1038A,2021,51.583,97.53,413747.3833,4799832.954,3.943192161,16.825,NA,109.8303,12.7,87.03333333,10.59166667,-4.0642,43.3464,20,-0.181261114,1.081285979,-0.965903709,0.784752899,-1.06526305,1.406439813,-0.547828281
ES1039A_2021,ES1039A,2021,72.083,98.63,413809.3176,4800876.263,4.277818233,21.593,NA,109.8303,12.7,87.03333333,10.59166667,-4.0636,43.3558,20,-0.181058855,1.085827959,-0.965903709,0.784752899,-1.06526305,1.406439813,-0.547828281
ES1529A_2021,ES1529A,2021,65.958,96.99,436074.6721,4813068.628,4.189018176,19.069,9.074,109.8303,12.83333333,92.61666667,10.65,-3.7903,43.4678,30,-0.088930239,1.139945168,-0.934825996,0.958028343,-1.004410872,1.406439813,-0.512855716
ES1530A_2021,ES1530A,2021,72.042,99.45,407456.5493,4762761.917,4.277249282,13.652,8.214,109.8303,12.7,87.03333333,10.59166667,-4.1356,43.0119,850,-0.205329841,0.919659139,1.613546464,0.784752899,-1.06526305,1.406439813,-0.547828281
ES1531A_2021,ES1531A,2021,86.667,97.53,398115.6362,4778600.813,4.462073188,10.917,NA,109.8303,12.7,87.03333333,10.59166667,-4.2531,43.1533,650,-0.244938741,0.987982114,0.991992206,0.784752899,-1.06526305,1.406439813,-0.547828281
ES1576A_2021,ES1576A,2021,61.708,98.9,431829.7262,4806068.486,4.122413582,18.311,NA,109.8303,12.83333333,92.61666667,10.65,-3.8419,43.4044,16,-0.106324446,1.109310962,-0.978334794,0.958028343,-1.004410872,1.406439813,-0.512855716
ES1577A_2021,ES1577A,2021,72.583,96.16,431912.8804,4807889.167,4.284730735,18.582,NA,109.8303,12.83333333,92.61666667,10.65,-3.8411,43.4208,10,-0.106054768,1.117235268,-0.996981422,0.958028343,-1.004410872,1.406439813,-0.512855716
ES1578A_2021,ES1578A,2021,62.042,95.89,482131.1919,4803315.823,4.127811575,14.077,7.875,109.8303,13.3,97.79166667,10.9,-3.2206,43.3825,20,0.103113934,1.098729115,-0.965903709,1.118631403,-0.79142824,1.406439813,-0.362973284
ES1579A_2021,ES1579A,2021,68.417,96.44,413744.9793,4790724.964,4.225621332,18.757,NA,109.8303,12.7,87.03333333,10.59166667,-4.0628,43.2644,88,-0.180789178,1.041664452,-0.754575261,0.784752899,-1.06526305,1.406439813,-0.547828281
ES1580A_2021,ES1580A,2021,78.708,99.45,434586.6637,4812283.221,4.365744802,20.535,NA,109.8303,12.83333333,92.61666667,10.65,-3.8086,43.4606,9,-0.095099115,1.136466204,-1.000089193,0.958028343,-1.004410872,1.406439813,-0.512855716
,,2021,NA,NA,398528.0979,4789335.962,NA,NA,NA,109.8303,12.7,87.03333333,10.59166667,-4.25,43.25,320,-0.24389374,1.034706525,-0.033572321,0.784752899,-1.06526305,1.406439813,-0.547828281
,,2021,NA,NA,439117.053,4788850.518,NA,NA,NA,109.8303,12.83333333,92.61666667,10.65,-3.75,43.25,630,-0.075345229,1.034706525,0.92983678,0.958028343,-1.004410872,1.406439813,-0.512855716
ES1602A_2021,ES1602A,2021,99,97.26,547026.0497,4701454.184,4.59511985,19.323,5.823,62.61566,12.4,51.875,9.133333333,-2.428,42.464,385,0.370297033,0.654919689,0.168432813,-0.306365157,-1.202180455,1.198400622,-1.422142472
ES1649A_2021,ES1649A,2021,126.292,95.62,603732.6402,4670081.048,4.838596686,18.195,6.681,62.61566,14.63333333,43.90833333,10.275,-1.744,42.176,350,0.600871396,0.515761154,0.059660818,-0.55360594,-0.182906442,1.198400622,-0.737679364
ES1746A_2021,ES1746A,2021,62.292,96.71,563263.4039,4687923.781,4.131833007,14.086,7.477,62.61566,12.4,51.875,9.133333333,-2.232,42.341,570,0.436368049,0.595487398,0.743370502,-0.306365157,-1.202180455,1.198400622,-1.422142472
ES1753A_2021,ES1753A,2021,126.833,96.99,577515.4831,4687955.906,4.842871261,16.626,6.846,62.61566,12.4,51.875,9.133333333,-2.059,42.34,380,0.494685834,0.595004209,0.152893957,-0.306365157,-1.202180455,1.198400622,-1.422142472
ES1779A_2021,ES1779A,2021,84.833,97.26,562588.342,4698911.296,4.440684618,16.426,8.816,62.61566,12.4,51.875,9.133333333,-2.239,42.44,336,0.43400837,0.643323144,0.01615202,-0.306365157,-1.202180455,1.198400622,-1.422142472
,,2021,NA,NA,520623.173,4677564.297,NA,NA,NA,62.61566,10.71666667,61.06666667,8.575,-2.75,42.25,856,0.261751792,0.551517166,1.632193092,-0.021107225,-1.970439226,1.198400622,-1.756879903
,,2021,NA,NA,561869.6726,4677806.319,NA,NA,NA,62.61566,12.4,51.875,9.133333333,-2.25,42.25,1200,0.430300303,0.551517166,2.701266417,-0.306365157,-1.202180455,1.198400622,-1.422142472
