group,id,year,value,coverage,long,lat,alt,x,y,logmax,mean,PM2.5mean,popdensity,Temperature,Precipitation,Vapour Pressure,logmean,Ts,Ps,longs,lats,alts,pds,VPs
ES1857A_2018,ES1857A,2018,101.958,99.45,-3.9378,38.9939,635,418786.518,4316517.896,4.624560964,22.749,NA,25.59354668,15.28333333,54.075,11.225,3.124521188,0.113745995,-0.238089488,-0.138652178,-1.02179513,0.945375596,-0.809729326,-0.168123269
ES1857A_2019,ES1857A,2019,71.125,96.99,-3.9378,38.9939,635,418786.518,4316517.896,4.264438892,25.95,NA,25.67509407,15.54166667,32.59166667,11.23333333,3.25617161,0.231647124,-0.904811977,-0.138652178,-1.02179513,0.945375596,-0.809370009,-0.163127189
ES1857A_2020,ES1857A,2020,100.75,94.81,-3.9378,38.9939,635,418786.518,4316517.896,4.612642201,26.02,NA,25.76180109,15.8,37.24166667,11.59166667,3.258865473,0.349548248,-0.760501989,-0.138652178,-1.02179513,0.945375596,-0.808987957,0.051704356
ES1857A_2021,ES1857A,2021,169.167,89.86,-3.9378,38.9939,635,418786.518,4316517.896,5.130886393,25.412,10.456,25.79912664,15.50833333,38.79166667,11.29166667,3.235221503,0.216434072,-0.71239866,-0.138652178,-1.02179513,0.945375596,-0.808823491,-0.128154609
ES1858A_2017,ES1858A,2017,139.917,96.71,-2.1297,40.0619,948,574221.9195,4434990.371,4.94104939,29.064,NA,25.63192933,13.075,32.06666667,9.625,3.369500295,-0.894118462,-0.92110504,0.470852946,-0.50574887,1.918108037,-0.809560203,-1.127371082
ES1858A_2018,ES1858A,2018,68.25,93.42,-2.1297,40.0619,948,574221.9195,4434990.371,4.223177434,27.468,NA,25.59354668,12.775,56.8,9.85,3.313021691,-1.031035898,-0.153520732,0.470852946,-0.50574887,1.918108037,-0.809729326,-0.992476858
ES1858A_2019,ES1858A,2019,69.125,93.97,-2.1297,40.0619,948,574221.9195,4434990.371,4.23591646,24.565,NA,25.67509407,12.88333333,39.30833333,9.633333333,3.201322666,-0.981593492,-0.696364217,0.470852946,-0.50574887,1.918108037,-0.809370009,-1.122375
ES1858A_2020,ES1858A,2020,155.25,89.89,-2.1297,40.0619,948,574221.9195,4434990.371,5.045036721,20.855,NA,25.76180109,13.09166667,46.41666667,9.666666667,3.037593728,-0.886511936,-0.475761314,0.470852946,-0.50574887,1.918108037,-0.808987957,-1.10239067
ES1858A_2021,ES1858A,2021,123.708,96.99,-2.1297,40.0619,948,574221.9195,4434990.371,4.81792395,22.622,NA,25.79912664,12.66666667,51.01666667,9.533333333,3.118922884,-1.080478304,-0.333003047,0.470852946,-0.50574887,1.918108037,-0.808823491,-1.182327988
ES1859A_2017,ES1859A,2017,122.542,99.73,-4.8457,39.9586,369,342351.6648,4424793.313,4.808453828,36.965,NA,25.63192933,15.58333333,22.075,10.89166667,3.609971519,0.250663431,-1.23119048,-0.444702564,-0.555662333,0.11870841,-0.809560203,-0.367966562
ES1859A_2018,ES1859A,2018,71.708,94.25,-4.8457,39.9586,369,342351.6648,4424793.313,4.272602317,23.693,NA,25.59354668,15.025,46.69166667,11.025,3.165179646,-0.004155128,-0.467226852,-0.444702564,-0.555662333,0.11870841,-0.809729326,-0.288029246
ES1859A_2019,ES1859A,2019,49.417,96.16,-4.8457,39.9586,369,342351.6648,4424793.313,3.900294495,21.125,NA,25.67509407,15.28333333,25.725,10.83333333,3.050457173,0.113745995,-1.117914898,-0.444702564,-0.555662333,0.11870841,-0.809370009,-0.402939142
ES1859A_2020,ES1859A,2020,121.292,96.45,-4.8457,39.9586,369,342351.6648,4424793.313,4.798200862,21.743,NA,25.76180109,15.55,34.35,11.01666667,3.079291867,0.235450385,-0.850243146,-0.444702564,-0.555662333,0.11870841,-0.808987957,-0.293025326
ES1859A_2021,ES1859A,2021,100.333,94.25,-4.8457,39.9586,369,342351.6648,4424793.313,4.608494654,24.068,NA,25.79912664,15.25,35.96666667,10.98333333,3.180883157,0.098532949,-0.800070857,-0.444702564,-0.555662333,0.11870841,-0.808823491,-0.31300966
ES1860A_2019,ES1860A,2019,45.305,92.33,-6.0362,37.555,1,231794.4744,4160776.994,3.813417402,17.504,NA,96.85955906,17.36666667,30.38333333,12.49166667,2.862429426,1.064561526,-0.97334629,-0.846016568,-1.717056332,-1.024951456,-0.495713927,0.591281251
ES1860A_2020,ES1860A,2020,71.583,94.54,-6.0362,37.555,1,231794.4744,4160776.994,4.270857616,17.154,NA,97.28823853,17.6,43.975,12.9,2.842231383,1.171052864,-0.551536989,-0.846016568,-1.717056332,-1.024951456,-0.493825061,0.836089284
ES1860A_2021,ES1860A,2021,74.278,98.9,-6.0362,37.555,1,231794.4744,4160776.994,4.307814811,16.63,NA,97.60797772,17.30833333,35.44166667,12.58333333,2.811208293,1.037938688,-0.81636392,-0.846016568,-1.717056332,-1.024951456,-0.492416212,0.646238153
ES1867A_2017,ES1867A,2017,111.25,95.34,-8.2431,43.4815,5,75963.97434,4827656.745,4.711779921,23.473,8.702,91.52228309,14.13333333,79.59166667,11.85833333,3.155850824,-0.411104176,0.553805104,-1.589955985,1.146565541,-1.012520371,-0.519231264,0.211578988
ES1867A_2018,ES1867A,2018,120.021,98.9,-8.2431,43.4815,5,75963.97434,4827656.745,4.787666727,20.417,8.117,91.35727328,13.71666667,125.6916667,11.91666667,3.016367887,-0.601267278,1.984491221,-1.589955985,1.146565541,-1.012520371,-0.519958338,0.246551568
ES1867A_2019,ES1867A,2019,97.75,98.08,-8.2431,43.4815,5,75963.97434,4827656.745,4.582413199,17.917,7.933,91.3478055,13.91666667,117.7916667,11.71666667,2.885749983,-0.509988988,1.739319414,-1.589955985,1.146565541,-1.012520371,-0.520000055,0.126645592
ES1867A_2020,ES1867A,2020,93.708,95.08,-8.2431,43.4815,5,75963.97434,4827656.745,4.540183564,14.107,7.431,91.28727937,14.325,107.4416667,11.875,2.646671128,-0.323629146,1.418113312,-1.589955985,1.146565541,-1.012520371,-0.520266748,0.221571154
ES1867A_2021,ES1867A,2021,77.375,97.81,-8.2431,43.4815,5,75963.97434,4827656.745,4.348663731,14.245,7.766,91.01092176,13.73333333,114.2666667,11.675,2.656405968,-0.593660757,1.629923133,-1.589955985,1.146565541,-1.012520371,-0.521484447,0.101665178
ES1868A_2017,ES1868A,2017,109.625,96.44,-8.5591,42.876,220,45923.63295,4762057.9,4.697065451,20.028,9.869,91.52228309,14.86666667,103.325,12.09166667,2.997131294,-0.076417107,1.290355006,-1.696478643,0.85399437,-0.344349525,-0.519231264,0.351469298
ES1868A_2018,ES1868A,2018,65.958,97.26,-8.5591,42.876,220,45923.63295,4762057.9,4.189018176,18.513,7.474,91.35727328,14.375,164.9583333,12.13333333,2.918473188,-0.300809573,3.203108894,-1.696478643,0.85399437,-0.344349525,-0.519958338,0.376449705
ES1868A_2019,ES1868A,2019,72.917,97.53,-8.5591,42.876,220,45923.63295,4762057.9,4.289321808,17.876,7.799,91.3478055,14.58333333,153.0333333,11.975,2.883459031,-0.205728022,2.833023602,-1.696478643,0.85399437,-0.344349525,-0.520000055,0.281524143
ES1868A_2020,ES1868A,2020,87.174,98.36,-8.5591,42.876,220,45923.63295,4762057.9,4.467906121,16.786,8.503,91.28727937,15.00833333,141.5916667,12.10833333,2.820545206,-0.011761654,2.477938276,-1.696478643,0.85399437,-0.344349525,-0.520266748,0.361461458
ES1868A_2021,ES1868A,2021,93.083,96.99,-8.5591,42.876,220,45923.63295,4762057.9,4.533491568,15.37,7.698,91.01092176,14.45,151.3,11.96666667,2.732417558,-0.266580214,2.779230633,-1.696478643,0.85399437,-0.344349525,-0.521484447,0.276528062
ES1869A_2017,ES1869A,2017,187.958,97.81,-3.5424,40.4306,594,453992.9182,4475692.619,5.236218534,25.587,NA,811.3079223,15.83333333,22.19166667,10.63333333,3.24208441,0.364761295,-1.227569799,-0.005364016,-0.327596945,0.81795697,2.652319486,-0.522845119
ES1869A_2018,ES1869A,2018,71.458,95.34,-3.5424,40.4306,594,453992.9182,4475692.619,4.269109865,21.07,NA,821.571998,15.28333333,44.89166667,10.99166667,3.047850228,0.113745995,-0.523088783,-0.005364016,-0.327596945,0.81795697,2.697545502,-0.308013573
ES1869A_2019,ES1869A,2019,65.857,93.7,-3.5424,40.4306,594,453992.9182,4475692.619,4.187485725,21.317,12.263,833.8764325,15.54166667,26.725,10.7,3.059504876,0.231647124,-1.086880492,-0.005364016,-0.327596945,0.81795697,2.751761836,-0.482876458
ES1869A_2020,ES1869A,2020,110.45,99.45,-3.5424,40.4306,594,453992.9182,4475692.619,4.70456293,20.46,11.708,840.9877927,15.81666667,33.525,10.775,3.018471761,0.357154774,-0.875846531,-0.005364016,-0.327596945,0.81795697,2.78309622,-0.437911717
ES1869A_2021,ES1869A,2021,124.947,99.18,-3.5424,40.4306,594,453992.9182,4475692.619,4.827889647,22.207,12.976,843.1879671,15.50833333,36.15,10.59166667,3.100407554,0.216434072,-0.794381216,-0.005364016,-0.327596945,0.81795697,2.792790724,-0.547825527
ES1870A_2017,ES1870A,2017,91.417,97.53,2.1868,41.3749,1,933812.1339,4593373.818,4.515431457,26.086,NA,232.4531357,17.11666667,40.75,13.3,3.261398772,0.950463663,-0.651622948,1.925932239,0.128678789,-1.024951456,0.10174438,1.075901237
ES1870A_2018,ES1870A,2018,68.917,98.36,2.1868,41.3749,1,933812.1339,4593373.818,4.232902882,27.474,NA,234.4015071,17.35,72.70833333,13.39166667,3.313240103,1.056955,0.340184943,1.925932239,0.128678789,-1.024951456,0.110329379,1.130858145
ES1870A_2019,ES1870A,2019,93.958,99.45,2.1868,41.3749,1,933812.1339,4593373.818,4.542847874,26.732,NA,236.9493056,17.275,49.21666667,13.23333333,3.28586135,1.022725641,-0.388864977,1.925932239,0.128678789,-1.024951456,0.1215556,1.035932576
ES1870A_2020,ES1870A,2020,97.792,99.73,2.1868,41.3749,1,933812.1339,4593373.818,4.582842774,22.072,NA,238.5813041,17.375,53.58333333,13.33333333,3.094309837,1.068364787,-0.253348071,1.925932239,0.128678789,-1.024951456,0.128746582,1.095885565
ES1877A_2017,ES1877A,2017,78.6,92.6,-0.0564,39.9453,27,751484.8257,4425835.817,4.364371699,9.562,7.394,212.457966,17.69166667,29.65,13.225,2.25779691,1.212888748,-0.996104854,1.1697562,-0.562088752,-0.9441494,0.013640795,1.030936496
ES1877A_2018,ES1877A,2018,59.292,91.51,-0.0564,39.9453,27,751484.8257,4425835.817,4.08247439,12.353,8.746,213.313266,17.1,56.21666667,13.23333333,2.513898949,0.942857137,-0.171624135,1.1697562,-0.562088752,-0.9441494,0.017409455,1.035932576
ES1877A_2019,ES1877A,2019,45.542,94.25,-0.0564,39.9453,27,751484.8257,4425835.817,3.818634977,10.613,7.271,215.1004085,17.33333333,39.59166667,13.09166667,2.362079665,1.049348475,-0.687571135,1.1697562,-0.562088752,-0.9441494,0.02528404,0.95099918
ES1877A_2020,ES1877A,2020,47.792,91.53,-0.0564,39.9453,27,751484.8257,4425835.817,3.866858261,8.185,5.377,216.6497527,17.63333333,42.95,13.25,2.102303211,1.186265911,-0.583347255,1.1697562,-0.562088752,-0.9441494,0.032110828,1.045924743
ES1877A_2021,ES1877A,2021,40.292,95.34,-0.0564,39.9453,27,751484.8257,4425835.817,3.696152938,9.75,7.017,218.1112019,17.40833333,44.4,13.2,2.277267285,1.083577834,-0.538347366,1.1697562,-0.562088752,-0.9441494,0.038550329,1.015948249
ES1878A_2020,ES1878A,2020,130.29,88.25,-6.5704,37.0161,22,182329.8122,4102621.719,4.869762735,26.246,12.697,97.28823853,19.18333333,37.66666667,14.675,3.267513596,1.893672663,-0.747312366,-1.026093797,-1.97744709,-0.959688257,-0.493825061,1.900254826
ES1878A_2021,ES1878A,2021,76.083,89.86,-6.5704,37.0161,22,182329.8122,4102621.719,4.33182485,23.141,14.842,97.60797772,18.91666667,31.325,14.33333333,3.141605936,1.771968279,-0.944122224,-1.026093797,-1.97744709,-0.959688257,-0.492416212,1.695415447
ES1882A_2017,ES1882A,2017,97.25,96.44,-1.8686,38.1147,1,599180.5322,4219145.817,4.577284982,17.153,NA,130.317334,16.55,23.28333333,11.78333333,2.842173085,0.691841838,-1.193690573,0.558868978,-1.446615234,-1.024951456,-0.348290826,0.166614246
ES1882A_2018,ES1882A,2018,44.375,98.36,-1.8686,38.1147,1,599180.5322,4219145.817,3.792676248,13.401,NA,130.9661451,15.89166667,40.25,11.36666667,2.595329331,0.391384133,-0.667140151,0.558868978,-1.446615234,-1.024951456,-0.345432006,-0.083189867
ES1882A_2019,ES1882A,2019,68.208,99.18,-1.8686,38.1147,1,599180.5322,4219145.817,4.22256186,14.013,NA,132.2611155,16.2,28.54166667,11.45,2.63998547,0.532104829,-1.030501321,0.558868978,-1.446615234,-1.024951456,-0.339726051,-0.033229046
ES1882A_2020,ES1882A,2020,181.208,100,-1.8686,38.1147,1,599180.5322,4219145.817,5.199645543,14.86,NA,133.3837178,16.43333333,31.59166667,11.91666667,2.698673039,0.638596167,-0.935846383,0.558868978,-1.446615234,-1.024951456,-0.334779592,0.246551568
ES1882A_2021,ES1882A,2021,154.125,99.18,-1.8686,38.1147,1,599180.5322,4219145.817,5.037763961,14.874,NA,134.5920622,16.21666667,32.65,11.81666667,2.699614722,0.539711355,-0.903001637,0.558868978,-1.446615234,-1.024951456,-0.329455333,0.18659858
ES1884A_2017,ES1884A,2017,30.958,98.08,-0.2658,39.6342,3,734647.8581,4390731.152,3.432631447,8.035,6.912,212.457966,17.69166667,29.65,13.225,2.083806999,1.212888748,-0.996104854,1.099168084,-0.712408968,-1.018735913,0.013640795,1.030936496
ES1884A_2018,ES1884A,2018,31.292,91.23,-0.2658,39.6342,3,734647.8581,4390731.152,3.443362474,7.864,6.615,213.313266,17.1,56.21666667,13.23333333,2.062295383,0.942857137,-0.171624135,1.099168084,-0.712408968,-1.018735913,0.017409455,1.035932576
ES1884A_2019,ES1884A,2019,41.292,98.08,-0.2658,39.6342,3,734647.8581,4390731.152,3.720668777,9.761,5.179,215.1004085,17.33333333,39.59166667,13.09166667,2.278394854,1.049348475,-0.687571135,1.099168084,-0.712408968,-1.018735913,0.02528404,0.95099918
ES1884A_2020,ES1884A,2020,87.792,97.27,-0.2658,39.6342,3,734647.8581,4390731.152,4.47497038,14.429,9.225,216.6497527,17.63333333,42.95,13.25,2.66924007,1.186265911,-0.583347255,1.099168084,-0.712408968,-1.018735913,0.032110828,1.045924743
ES1884A_2021,ES1884A,2021,50.875,96.71,-0.2658,39.6342,3,734647.8581,4390731.152,3.929371644,13.069,8.607,218.1112019,17.40833333,44.4,13.2,2.570243014,1.083577834,-0.538347366,1.099168084,-0.712408968,-1.018735913,0.038550329,1.015948249
ES1885A_2017,ES1885A,2017,94.522,95.34,-0.3364,39.4803,7,729094.3132,4373465.33,4.548832612,14.371,9.409,212.457966,18.825,26.03333333,14.325,2.665212287,1.730132394,-1.108345956,1.075369034,-0.786771814,-1.006304828,0.013640795,1.690419367
ES1885A_2018,ES1885A,2018,56.375,93.7,-0.3364,39.4803,7,729094.3132,4373465.33,4.032025798,22.096,14.781,213.313266,18.20833333,48.85,13.98333333,3.095396597,1.448690996,-0.40024426,1.075369034,-0.786771814,-1.006304828,0.017409455,1.485579989
ES1885A_2019,ES1885A,2019,61.25,95.89,-0.3364,39.4803,7,729094.3132,4373465.33,4.114963849,19.649,12.693,215.1004085,18.50833333,34.4,13.95,2.978026446,1.585608432,-0.848691426,1.075369034,-0.786771814,-1.006304828,0.02528404,1.465595661
ES1885A_2020,ES1885A,2020,49.417,94.81,-0.3364,39.4803,7,729094.3132,4373465.33,3.900294495,15.128,11.268,216.6497527,18.8,38.65833333,14.35833333,2.716547331,1.718722608,-0.716536581,1.075369034,-0.786771814,-1.006304828,0.032110828,1.710403695
ES1885A_2021,ES1885A,2021,42,91.51,-0.3364,39.4803,7,729094.3132,4373465.33,3.737669618,11.375,8.325,218.1112019,18.68333333,38.86666667,14.25833333,2.431417965,1.665476936,-0.710071079,1.075369034,-0.786771814,-1.006304828,0.038550329,1.650450706
ES1886A_2017,ES1886A,2017,56.625,95.89,-0.7839,39.4272,400,690746.0084,4366528.599,4.036450584,14.311,10.202,212.457966,16.83333333,29.28333333,12.44166667,2.661028472,0.821152748,-1.007484137,0.924518117,-0.812429171,0.215049323,0.013640795,0.561304757
ES1886A_2018,ES1886A,2018,64.375,98.9,-0.7839,39.4272,400,690746.0084,4366528.599,4.164725359,16.072,11.578,213.313266,16.16666667,52.39166667,12.18333333,2.777078628,0.516891782,-0.290330738,0.924518117,-0.812429171,0.215049323,0.017409455,0.4064262
ES1886A_2019,ES1886A,2019,33.042,98.08,-0.7839,39.4272,400,690746.0084,4366528.599,3.49777948,8.167,5.907,215.1004085,16.46666667,36.29166667,12.14166667,2.100101644,0.653809218,-0.789984675,0.924518117,-0.812429171,0.215049323,0.02528404,0.381445792
ES1886A_2020,ES1886A,2020,110.696,93.72,-0.7839,39.4272,400,690746.0084,4366528.599,4.706787705,11.464,7.503,216.6497527,16.825,42.48333333,12.49166667,2.439211691,0.817349487,-0.597829978,0.924518117,-0.812429171,0.215049323,0.032110828,0.591281251
ES1889A_2017,ES1889A,2017,112.583,99.73,-5.6397,40.9608,743,277854.5186,4537761.381,4.723690727,16.79,NA,91.52228309,13.01666667,30.325,9.8,2.820783471,-0.920741295,-0.97515663,-0.712357599,-0.071409934,1.281014905,-0.519231264,-1.022453352
ES1889A_2018,ES1889A,2018,76.917,96.16,-5.6397,40.9608,743,277854.5186,4537761.381,4.342726918,15.973,NA,91.35727328,12.45833333,57.875,9.941666667,2.770899797,-1.17555986,-0.120158746,-0.712357599,-0.071409934,1.281014905,-0.519958338,-0.937519952
ES1889A_2019,ES1889A,2019,50.625,97.81,-5.6397,40.9608,743,277854.5186,4537761.381,3.924445525,16.492,4.89,91.3478055,12.71666667,36.76666667,9.725,2.802875415,-1.057658731,-0.775243332,-0.712357599,-0.071409934,1.281014905,-0.520000055,-1.067418094
ES1889A_2020,ES1889A,2020,100.375,98.09,-5.6397,40.9608,743,277854.5186,4537761.381,4.608913172,13.583,4.908,91.01092176,13.01666667,45.15833333,9.825,2.608819011,-0.920741295,-0.514812942,-0.712357599,-0.071409934,1.281014905,-0.521484447,-1.007465105
ES1889A_2021,ES1889A,2021,64.042,99.45,-5.6397,40.9608,743,277854.5186,4537761.381,4.159539118,13.788,6.618,11.8,12.68333333,46.025,9.625,2.623798649,-1.072871783,-0.487916457,-0.712357599,-0.071409934,1.281014905,-0.870507051,-1.127371082
ES1891A_2017,ES1891A,2017,86.403,95.07,2.2871,41.5987,133,940680.0139,4618741.229,4.459022397,29.885,18.648,232.4531357,14.325,49.425,11.425,3.397356682,-0.323629146,-0.382399476,1.95974307,0.236816573,-0.614725635,0.10174438,-0.048217293
ES1891A_2018,ES1891A,2018,64.167,97.26,2.2871,41.5987,133,940680.0139,4618741.229,4.16148906,26.951,16.125,234.4015071,14.75,86.25833333,11.55,3.294020402,-0.129662778,0.760701144,1.95974307,0.236816573,-0.614725635,0.110329379,0.026723942
ES1891A_2019,ES1891A,2019,96.292,88.77,2.2871,41.5987,133,940680.0139,4618741.229,4.567385242,28.139,16.14,236.9493056,14.6,59.425,11.325,3.337156514,-0.198121496,-0.072055416,1.95974307,0.236816573,-0.614725635,0.1215556,-0.108170281
ES1891A_2020,ES1891A,2020,69.375,97.81,2.2871,41.5987,133,940680.0139,4618741.229,4.239526572,24.978,13.94,238.5813041,14.76666667,63.06666667,11.475,3.217995437,-0.122056252,0.040961545,1.95974307,0.236816573,-0.614725635,0.128746582,-0.018240799
ES1891A_2021,ES1891A,2021,106.25,96.99,2.2871,41.5987,133,940680.0139,4618741.229,4.665794808,25.46,13.422,239.1296631,14.14166667,59.25833333,11.30833333,3.237108593,-0.407300911,-0.077227817,1.95974307,0.236816573,-0.614725635,0.131162786,-0.118162448
ES1896A_2017,ES1896A,2017,42.708,75.89,1.6642,41.3205,170,890415.8282,4584841.403,3.754386256,20.273,NA,232.4531357,16.075,43.65,12.24166667,3.009289951,0.475055897,-0.561623171,1.749765335,0.102393286,-0.499738094,0.10174438,0.44139878
ES1896A_2018,ES1896A,2018,46.8,75.34,1.6642,41.3205,170,890415.8282,4584841.403,3.845883203,18.424,NA,234.4015071,16.31666667,70.70833333,12.325,2.913654163,0.5853505,0.278116131,1.749765335,0.102393286,-0.499738094,0.110329379,0.491359602
ES1896A_2019,ES1896A,2019,93.967,79.45,1.6642,41.3205,170,890415.8282,4584841.403,4.542943657,20.021,NA,236.9493056,16.26666667,49.00833333,12.175,2.996781723,0.562530928,-0.395330479,1.749765335,0.102393286,-0.499738094,0.1215556,0.401430119
ES1896A_2020,ES1896A,2020,67.9,71.58,1.6642,41.3205,170,890415.8282,4584841.403,4.218036035,17.656,NA,238.5813041,16.4,55.66666667,12.275,2.871075669,0.62338312,-0.188693059,1.749765335,0.102393286,-0.499738094,0.128746582,0.461383107
ES1897A_2020,ES1897A,2020,108.128,96.45,-4.561,36.7278,55,360609.876,4065812.712,4.683315711,20.36,NA,97.28823853,17,33.23333333,12.775,3.013572192,0.897217992,-0.884898233,-0.348731042,-2.116750588,-0.857131802,-0.493825061,0.761148049
ES1897A_2021,ES1897A,2021,72.987,96.16,-4.561,36.7278,55,360609.876,4065812.712,4.290281343,21.359,8.56,97.60797772,16.78333333,35.09166667,12.425,3.061473197,0.798333175,-0.827225962,-0.348731042,-2.116750588,-0.857131802,-0.492416212,0.55131259
ES1899A_2017,ES1899A,2017,44.292,77.53,1.6473,41.3084,155,889072.9392,4583421.458,3.790804074,19.606,NA,232.4531357,16.075,43.65,12.24166667,2.975835642,0.475055897,-0.561623171,1.744068396,0.096546695,-0.546354664,0.10174438,0.44139878
ES1899A_2018,ES1899A,2018,42.471,86.3,1.6473,41.3084,155,889072.9392,4583421.458,3.74882149,18.161,NA,234.4015071,16.31666667,70.70833333,12.325,2.899276438,0.5853505,0.278116131,1.744068396,0.096546695,-0.546354664,0.110329379,0.491359602
ES1899A_2019,ES1899A,2019,94.298,85.48,1.6473,41.3084,155,889072.9392,4583421.458,4.546459981,19.75,NA,236.9493056,16.26666667,49.00833333,12.175,2.983153491,0.562530928,-0.395330479,1.744068396,0.096546695,-0.546354664,0.1215556,0.401430119
ES1899A_2020,ES1899A,2020,63.401,79.78,1.6473,41.3084,155,889072.9392,4583421.458,4.149479634,17.824,NA,238.5813041,16.4,55.66666667,12.275,2.880545864,0.62338312,-0.188693059,1.744068396,0.096546695,-0.546354664,0.128746582,0.461383107
ES1900A_2017,ES1900A,2017,75.771,84.11,2.1867,41.3872,7,933721.7837,4594739.529,4.327715634,28.881,NA,232.4531357,17.11666667,40.75,13.3,3.363183939,0.950463663,-0.651622948,1.925898529,0.134622018,-1.006304828,0.10174438,1.075901237
ES1900A_2018,ES1900A,2018,54.654,86.03,2.1867,41.3872,7,933721.7837,4594739.529,4.001022405,26.497,NA,234.4015071,17.35,72.70833333,13.39166667,3.277031519,1.056955,0.340184943,1.925898529,0.134622018,-1.006304828,0.110329379,1.130858145
ES1900A_2019,ES1900A,2019,98.575,84.38,2.1867,41.3872,7,933721.7837,4594739.529,4.59081768,30.084,NA,236.9493056,17.275,49.21666667,13.23333333,3.403993469,1.022725641,-0.388864977,1.925898529,0.134622018,-1.006304828,0.1215556,1.035932576
ES1901A_2017,ES1901A,2017,145.458,96.16,-8.5311,42.8878,260,48297.61909,4763217.577,4.979887385,29.258,15.51,91.52228309,14.86666667,103.325,12.09166667,3.376153041,-0.076417107,1.290355006,-1.687039927,0.859696005,-0.22003867,-0.519231264,0.351469298
ES1901A_2018,ES1901A,2018,68.875,98.9,-8.5311,42.8878,260,48297.61909,4763217.577,4.232293267,20.411,13.179,91.35727328,14.375,164.9583333,12.13333333,3.016073971,-0.300809573,3.203108894,-1.687039927,0.859696005,-0.22003867,-0.519958338,0.376449705
ES1901A_2019,ES1901A,2019,60.667,97.81,-8.5311,42.8878,260,48297.61909,4763217.577,4.105399893,18.418,11.643,91.3478055,14.58333333,153.0333333,11.975,2.913328447,-0.205728022,2.833023602,-1.687039927,0.859696005,-0.22003867,-0.520000055,0.281524143
ES1901A_2020,ES1901A,2020,69.25,91.26,-8.5311,42.8878,260,48297.61909,4763217.577,4.237723145,16.347,9.585,91.28727937,15.00833333,141.5916667,12.10833333,2.794044394,-0.011761654,2.477938276,-1.687039927,0.859696005,-0.22003867,-0.520266748,0.361461458
ES1901A_2021,ES1901A,2021,85.833,93.42,-8.5311,42.8878,260,48297.61909,4763217.577,4.452403548,17.554,9.888,91.01092176,14.45,151.3,11.96666667,2.865281844,-0.266580214,2.779230633,-1.687039927,0.859696005,-0.22003867,-0.521484447,0.276528062
ES1905A_2017,ES1905A,2017,107.208,97.53,-7.5509,42.9979,450,129023.3764,4770640.099,4.674770873,19.332,10.6,91.52228309,12.75833333,77.48333333,10.325,2.961761754,-1.038642424,0.488374231,-1.356617426,0.912895156,0.370437891,-0.519231264,-0.707700164
ES1905A_2018,ES1905A,2018,49.375,95.62,-7.5509,42.9979,450,129023.3764,4770640.099,3.899444223,13.867,11.35,91.35727328,12.31666667,124.3083333,10.39166667,2.629511917,-1.240215313,1.941560291,-1.356617426,0.912895156,0.370437891,-0.519958338,-0.667731503
ES1905A_2019,ES1905A,2019,57.083,98.36,-7.5509,42.9979,450,129023.3764,4770640.099,4.044506349,12.608,10.559,91.3478055,12.525,113.0333333,10.2,2.534331533,-1.145133761,1.591647363,-1.356617426,0.912895156,0.370437891,-0.520000055,-0.782641399
ES1905A_2020,ES1905A,2020,123.292,95.36,-7.5509,42.9979,450,129023.3764,4770640.099,4.814555526,14.031,10.03,91.28727937,12.93333333,104.2333333,10.35833333,2.641269167,-0.95877392,1.318544591,-1.356617426,0.912895156,0.370437891,-0.520266748,-0.687715837
ES1905A_2021,ES1905A,2021,89.917,98.08,-7.5509,42.9979,450,129023.3764,4770640.099,4.498887023,16.864,10.805,91.01092176,12.375,112.5833333,10.16666667,2.825181172,-1.213592479,1.57768188,-1.356617426,0.912895156,0.370437891,-0.521484447,-0.802625727
ES1908A_2019,ES1908A,2019,84.532,66.58,1.8566,41.2391,34,907032.2811,4576686.371,4.437130161,21.483,NA,236.9493056,16.26666667,49.00833333,12.175,3.067261925,0.562530928,-0.395330479,1.814622802,0.063061671,-0.922395001,0.1215556,0.401430119
ES1909A_2017,ES1909A,2017,45.779,82.47,0.7992,40.8807,2,820127.9536,4532465.728,3.823825471,12.545,NA,232.4531357,17.925,37.65833333,12.575,2.52932218,1.319380086,-0.747570987,1.458176412,-0.110113404,-1.021843685,0.10174438,0.641242072
ES1909A_2018,ES1909A,2018,50.683,81.1,0.7992,40.8807,2,820127.9536,4532465.728,3.925590549,13.241,NA,234.4015071,18.03333333,64.675,12.64166667,2.583318076,1.368822492,0.090875215,1.458176412,-0.110113404,-1.021843685,0.110329379,0.681210733
ES1909A_2019,ES1909A,2019,48.731,86.3,0.7992,40.8807,2,820127.9536,4532465.728,3.886315378,15.575,NA,236.9493056,18.03333333,45.45,12.51666667,2.745667065,1.368822492,-0.50576124,1.458176412,-0.110113404,-1.021843685,0.1215556,0.606269498
ES1911A_2017,ES1911A,2017,50.292,97.26,-0.3367,39.7053,320,728328.0489,4398440.722,3.917846019,9.515,4.955,212.457966,17.69166667,29.65,13.225,2.252869501,1.212888748,-0.996104854,1.075267905,-0.678054203,-0.033572387,0.013640795,1.030936496
ES1911A_2018,ES1911A,2018,46.895,92.6,-0.3367,39.7053,320,728328.0489,4398440.722,3.84791106,11.378,4.658,213.313266,17.1,56.21666667,13.23333333,2.431681666,0.942857137,-0.171624135,1.075267905,-0.678054203,-0.033572387,0.017409455,1.035932576
